194 18721
Sommets du graphe
62 151 672.000000
62 150 730.000000
62 149 640.000000
62 148 582.000000
62 147 779.000000
62 146 684.000000
62 145 578.000000
62 144 556.000000
62 143 623.000000
62 142 783.000000
62 141 552.000000
62 140 630.000000
62 139 537.000000
62 138 576.000000
62 137 561.000000
62 136 525.000000
62 135 711.000000
62 134 732.000000
62 133 482.000000
62 132 755.000000
62 131 471.000000
62 130 678.000000
62 129 439.000000
62 128 715.000000
62 127 786.000000
62 126 426.000000
62 125 439.000000
62 124 435.000000
62 123 810.000000
62 122 801.000000
62 121 537.000000
62 120 693.000000
62 119 724.000000
62 118 457.000000
62 117 593.000000
62 116 656.000000
62 115 649.000000
62 114 662.000000
62 113 361.000000
62 112 381.000000
62 111 657.000000
62 110 264.000000
62 109 652.000000
62 108 369.000000
62 107 598.000000
62 106 597.000000
62 105 554.000000
62 104 571.000000
62 103 238.000000
62 102 474.000000
62 101 409.000000
62 100 210.000000
62 99 629.000000
62 98 198.000000
62 97 184.000000
62 96 546.000000
62 95 521.000000
62 94 527.000000
62 93 175.000000
62 92 506.000000
62 91 537.000000
62 90 457.000000
62 89 143.000000
62 88 150.000000
62 87 510.000000
62 86 357.000000
62 85 151.000000
62 84 138.000000
62 83 583.000000
62 82 530.000000
62 81 210.000000
62 80 548.000000
62 79 312.000000
62 78 545.000000
62 77 416.000000
62 76 556.000000
62 75 347.000000
62 74 400.000000
62 73 452.000000
62 72 624.000000
62 71 411.000000
62 70 291.000000
62 69 542.000000
62 68 467.000000
62 67 586.000000
62 66 624.000000
62 65 612.000000
62 64 116.000000
62 63 555.000000
63 193 898.000000
63 192 829.000000
63 191 847.000000
63 190 836.000000
63 189 852.000000
63 188 831.000000
63 187 816.000000
63 186 832.000000
63 185 821.000000
63 184 766.000000
63 183 792.000000
63 182 808.000000
63 181 838.000000
63 180 773.000000
63 179 749.000000
63 178 795.000000
63 177 748.000000
63 176 758.000000
63 175 826.000000
63 174 756.000000
63 173 769.000000
63 172 767.000000
63 171 786.000000
63 170 710.000000
63 169 709.000000
63 168 778.000000
63 167 700.000000
63 166 677.000000
63 165 669.000000
63 164 669.000000
63 163 727.000000
63 162 738.000000
63 161 642.000000
63 160 735.000000
63 159 629.000000
63 158 634.000000
63 157 621.000000
63 156 634.000000
63 155 730.000000
63 154 575.000000
63 153 621.000000
63 152 605.000000
63 151 585.000000
63 150 562.000000
63 149 599.000000
63 148 665.000000
63 147 542.000000
63 146 559.000000
63 145 647.000000
63 144 670.000000
63 143 581.000000
63 142 524.000000
63 141 634.000000
63 140 549.000000
63 139 646.000000
63 138 583.000000
63 137 587.000000
63 136 621.000000
63 135 478.000000
63 134 464.000000
63 133 620.000000
63 132 459.000000
63 131 614.000000
63 130 445.000000
63 129 677.000000
63 128 435.000000
63 127 433.000000
63 126 595.000000
63 125 553.000000
63 124 558.000000
63 123 421.000000
63 122 412.000000
63 121 420.000000
63 120 372.000000
63 119 374.000000
63 118 439.000000
63 117 341.000000
63 116 330.000000
63 115 307.000000
63 114 297.000000
63 113 454.000000
63 112 394.000000
63 111 263.000000
63 110 541.000000
63 109 255.000000
63 108 372.000000
63 107 234.000000
63 106 234.000000
63 105 236.000000
63 104 225.000000
63 103 510.000000
63 102 254.000000
63 101 276.000000
63 100 494.000000
63 99 188.000000
63 98 506.000000
63 97 618.000000
63 96 181.000000
63 95 186.000000
63 94 176.000000
63 93 526.000000
63 92 179.000000
63 91 159.000000
63 90 188.000000
63 89 531.000000
63 88 497.000000
63 87 139.000000
63 86 248.000000
63 85 662.000000
63 84 653.000000
63 83 103.000000
63 82 107.000000
63 81 376.000000
63 80 85.000000
63 79 268.000000
63 78 83.000000
63 77 156.000000
63 76 59.000000
63 75 218.000000
63 74 164.000000
63 73 113.000000
63 72 73.000000
63 71 147.000000
63 70 266.000000
63 69 26.000000
63 68 89.000000
63 67 32.000000
63 66 69.000000
63 65 57.000000
63 64 671.000000
64 193 900.000000
64 192 975.000000
64 191 932.000000
64 190 926.000000
64 189 901.000000
64 188 917.000000
64 187 924.000000
64 186 876.000000
64 185 856.000000
64 184 966.000000
64 183 886.000000
64 182 858.000000
64 181 821.000000
64 180 897.000000
64 179 920.000000
64 178 821.000000
64 177 905.000000
64 176 878.000000
64 175 787.000000
64 174 837.000000
64 173 819.000000
64 172 820.000000
64 171 797.000000
64 170 925.000000
64 169 900.000000
64 168 761.000000
64 167 863.000000
64 166 871.000000
64 165 919.000000
64 164 830.000000
64 163 722.000000
64 162 711.000000
64 161 862.000000
64 160 700.000000
64 159 932.000000
64 158 827.000000
64 157 836.000000
64 156 731.000000
64 155 628.000000
64 154 842.000000
64 153 704.000000
64 152 724.000000
64 151 742.000000
64 150 808.000000
64 149 704.000000
64 148 626.000000
64 147 864.000000
64 146 758.000000
64 145 626.000000
64 144 596.000000
64 143 689.000000
64 142 872.000000
64 141 600.000000
64 140 701.000000
64 139 580.000000
64 138 637.000000
64 137 620.000000
64 136 572.000000
64 135 800.000000
64 134 824.000000
64 133 525.000000
64 132 849.000000
64 131 515.000000
64 130 768.000000
64 129 461.000000
64 128 809.000000
64 127 885.000000
64 126 470.000000
64 125 495.000000
64 124 490.000000
64 123 913.000000
64 122 903.000000
64 121 623.000000
64 120 793.000000
64 119 825.000000
64 118 537.000000
64 117 691.000000
64 116 758.000000
64 115 752.000000
64 114 767.000000
64 113 437.000000
64 112 469.000000
64 111 764.000000
64 110 316.000000
64 109 760.000000
64 108 461.000000
64 107 706.000000
64 106 704.000000
64 105 661.000000
64 104 679.000000
64 103 302.000000
64 102 579.000000
64 101 513.000000
64 100 282.000000
64 99 741.000000
64 98 266.000000
64 97 195.000000
64 96 657.000000
64 95 631.000000
64 94 638.000000
64 93 237.000000
64 92 617.000000
64 91 649.000000
64 90 568.000000
64 89 207.000000
64 88 230.000000
64 87 623.000000
64 86 468.000000
64 85 114.000000
64 84 106.000000
64 83 698.000000
64 82 645.000000
64 81 318.000000
64 80 663.000000
64 79 424.000000
64 78 660.000000
64 77 531.000000
64 76 672.000000
64 75 462.000000
64 74 516.000000
64 73 568.000000
64 72 741.000000
64 71 527.000000
64 70 407.000000
64 69 658.000000
64 68 583.000000
64 67 703.000000
64 66 741.000000
64 65 728.000000
65 193 915.000000
65 192 835.000000
65 191 859.000000
65 190 848.000000
65 189 866.000000
65 188 843.000000
65 187 826.000000
65 186 847.000000
65 185 838.000000
65 184 769.000000
65 183 804.000000
65 182 824.000000
65 181 859.000000
65 180 783.000000
65 179 756.000000
65 178 813.000000
65 177 756.000000
65 176 769.000000
65 175 850.000000
65 174 771.000000
65 173 786.000000
65 172 784.000000
65 171 807.000000
65 170 712.000000
65 169 714.000000
65 168 801.000000
65 167 708.000000
65 166 683.000000
65 165 669.000000
65 164 680.000000
65 163 750.000000
65 162 763.000000
65 161 647.000000
65 160 761.000000
65 159 625.000000
65 158 643.000000
65 157 627.000000
65 156 653.000000
65 155 762.000000
65 154 577.000000
65 153 642.000000
65 152 623.000000
65 151 600.000000
65 150 569.000000
65 149 619.000000
65 148 694.000000
65 147 539.000000
65 146 571.000000
65 145 676.000000
65 144 702.000000
65 143 601.000000
65 142 519.000000
65 141 664.000000
65 140 567.000000
65 139 678.000000
65 138 608.000000
65 137 614.000000
65 136 653.000000
65 135 480.000000
65 134 460.000000
65 133 656.000000
65 132 451.000000
65 131 651.000000
65 130 448.000000
65 129 718.000000
65 128 433.000000
65 127 417.000000
65 126 635.000000
65 125 590.000000
65 124 596.000000
65 123 399.000000
65 122 390.000000
65 121 442.000000
65 120 366.000000
65 119 363.000000
65 118 472.000000
65 117 351.000000
65 116 328.000000
65 115 304.000000
65 114 290.000000
65 113 496.000000
65 112 434.000000
65 111 254.000000
65 110 590.000000
65 109 246.000000
65 108 413.000000
65 107 237.000000
65 106 237.000000
65 105 249.000000
65 104 235.000000
65 103 560.000000
65 102 284.000000
65 101 316.000000
65 100 545.000000
65 99 177.000000
65 98 558.000000
65 97 671.000000
65 96 196.000000
65 95 209.000000
65 94 197.000000
65 93 579.000000
65 92 206.000000
65 91 178.000000
65 90 226.000000
65 89 585.000000
65 88 551.000000
65 87 168.000000
65 86 297.000000
65 85 718.000000
65 84 708.000000
65 83 103.000000
65 82 133.000000
65 81 430.000000
65 80 106.000000
65 79 322.000000
65 78 105.000000
65 77 208.000000
65 76 79.000000
65 75 273.000000
65 74 218.000000
65 73 166.000000
65 72 24.000000
65 71 202.000000
65 70 322.000000
65 69 72.000000
65 68 145.000000
65 67 25.000000
65 66 12.000000
66 193 919.000000
66 192 837.000000
66 191 861.000000
66 190 850.000000
66 189 869.000000
66 188 845.000000
66 187 828.000000
66 186 851.000000
66 185 842.000000
66 184 769.000000
66 183 806.000000
66 182 827.000000
66 181 863.000000
66 180 785.000000
66 179 757.000000
66 178 817.000000
66 177 757.000000
66 176 771.000000
66 175 854.000000
66 174 774.000000
66 173 789.000000
66 172 788.000000
66 171 811.000000
66 170 713.000000
66 169 715.000000
66 168 806.000000
66 167 710.000000
66 166 685.000000
66 165 669.000000
66 164 682.000000
66 163 755.000000
66 162 768.000000
66 161 648.000000
66 160 767.000000
66 159 624.000000
66 158 645.000000
66 157 629.000000
66 156 657.000000
66 155 768.000000
66 154 578.000000
66 153 646.000000
66 152 627.000000
66 151 603.000000
66 150 570.000000
66 149 623.000000
66 148 700.000000
66 147 539.000000
66 146 574.000000
66 145 682.000000
66 144 709.000000
66 143 605.000000
66 142 518.000000
66 141 671.000000
66 140 571.000000
66 139 685.000000
66 138 614.000000
66 137 620.000000
66 136 660.000000
66 135 480.000000
66 134 460.000000
66 133 663.000000
66 132 450.000000
66 131 658.000000
66 130 449.000000
66 129 727.000000
66 128 432.000000
66 127 414.000000
66 126 643.000000
66 125 598.000000
66 124 604.000000
66 123 394.000000
66 122 386.000000
66 121 447.000000
66 120 365.000000
66 119 361.000000
66 118 479.000000
66 117 354.000000
66 116 328.000000
66 115 304.000000
66 114 289.000000
66 113 504.000000
66 112 442.000000
66 111 253.000000
66 110 601.000000
66 109 245.000000
66 108 422.000000
66 107 239.000000
66 106 239.000000
66 105 253.000000
66 104 238.000000
66 103 570.000000
66 102 291.000000
66 101 325.000000
66 100 556.000000
66 99 176.000000
66 98 569.000000
66 97 683.000000
66 96 200.000000
66 95 215.000000
66 94 203.000000
66 93 590.000000
66 92 212.000000
66 91 183.000000
66 90 234.000000
66 89 596.000000
66 88 562.000000
66 87 175.000000
66 86 308.000000
66 85 729.000000
66 84 720.000000
66 83 106.000000
66 82 140.000000
66 81 442.000000
66 80 113.000000
66 79 333.000000
66 78 113.000000
66 77 220.000000
66 76 88.000000
66 75 285.000000
66 74 230.000000
66 73 177.000000
66 72 19.000000
66 71 214.000000
66 70 334.000000
66 69 84.000000
66 68 157.000000
66 67 37.000000
67 193 900.000000
67 192 825.000000
67 191 846.000000
67 190 835.000000
67 189 853.000000
67 188 830.000000
67 187 814.000000
67 186 833.000000
67 185 824.000000
67 184 760.000000
67 183 791.000000
67 182 810.000000
67 181 843.000000
67 180 771.000000
67 179 745.000000
67 178 798.000000
67 177 745.000000
67 176 757.000000
67 175 833.000000
67 174 757.000000
67 173 771.000000
67 172 770.000000
67 171 791.000000
67 170 703.000000
67 169 704.000000
67 168 785.000000
67 167 697.000000
67 166 673.000000
67 165 661.000000
67 164 668.000000
67 163 733.000000
67 162 745.000000
67 161 637.000000
67 160 743.000000
67 159 619.000000
67 158 631.000000
67 157 617.000000
67 156 638.000000
67 155 742.000000
67 154 568.000000
67 153 626.000000
67 152 608.000000
67 151 586.000000
67 150 558.000000
67 149 603.000000
67 148 675.000000
67 147 532.000000
67 146 559.000000
67 145 657.000000
67 144 682.000000
67 143 585.000000
67 142 513.000000
67 141 645.000000
67 140 552.000000
67 139 657.000000
67 138 590.000000
67 137 595.000000
67 136 633.000000
67 135 471.000000
67 134 454.000000
67 133 634.000000
67 132 447.000000
67 131 629.000000
67 130 439.000000
67 129 695.000000
67 128 426.000000
67 127 416.000000
67 126 612.000000
67 125 569.000000
67 124 574.000000
67 123 401.000000
67 122 392.000000
67 121 425.000000
67 120 361.000000
67 119 360.000000
67 118 451.000000
67 117 339.000000
67 116 321.000000
67 115 297.000000
67 114 285.000000
67 113 472.000000
67 112 411.000000
67 111 249.000000
67 110 565.000000
67 109 242.000000
67 108 390.000000
67 107 227.000000
67 106 227.000000
67 105 235.000000
67 104 222.000000
67 103 534.000000
67 102 264.000000
67 101 293.000000
67 100 519.000000
67 99 172.000000
67 98 532.000000
67 97 646.000000
67 96 180.000000
67 95 191.000000
67 94 180.000000
67 93 553.000000
67 92 186.000000
67 91 161.000000
67 90 203.000000
67 89 559.000000
67 88 525.000000
67 87 147.000000
67 86 272.000000
67 85 692.000000
67 84 682.000000
67 83 92.000000
67 82 113.000000
67 81 404.000000
67 80 87.000000
67 79 296.000000
67 78 85.000000
67 77 182.000000
67 76 59.000000
67 75 247.000000
67 74 192.000000
67 73 140.000000
67 72 41.000000
67 71 177.000000
67 70 296.000000
67 69 46.000000
67 68 119.000000
68 193 858.000000
68 192 808.000000
68 191 817.000000
68 190 807.000000
68 189 817.000000
68 188 801.000000
68 187 788.000000
68 186 795.000000
68 185 783.000000
68 184 751.000000
68 183 761.000000
68 182 772.000000
68 181 794.000000
68 180 746.000000
68 179 729.000000
68 178 754.000000
68 177 725.000000
68 176 730.000000
68 175 779.000000
68 174 722.000000
68 173 731.000000
68 172 730.000000
68 171 744.000000
68 170 695.000000
68 169 690.000000
68 168 732.000000
68 167 675.000000
68 166 657.000000
68 165 658.000000
68 164 643.000000
68 163 679.000000
68 162 688.000000
68 161 625.000000
68 160 684.000000
68 159 627.000000
68 158 611.000000
68 157 601.000000
68 156 596.000000
68 155 671.000000
68 154 562.000000
68 153 580.000000
68 152 568.000000
68 151 553.000000
68 150 545.000000
68 149 560.000000
68 148 609.000000
68 147 538.000000
68 146 533.000000
68 145 593.000000
68 144 611.000000
68 143 540.000000
68 142 525.000000
68 141 577.000000
68 140 513.000000
68 139 586.000000
68 138 534.000000
68 137 535.000000
68 136 562.000000
68 135 470.000000
68 134 463.000000
68 133 555.000000
68 132 464.000000
68 131 549.000000
68 130 434.000000
68 129 604.000000
68 128 435.000000
68 127 453.000000
68 126 526.000000
68 125 488.000000
68 124 492.000000
68 123 451.000000
68 122 441.000000
68 121 380.000000
68 120 378.000000
68 119 389.000000
68 118 383.000000
68 117 324.000000
68 116 334.000000
68 115 313.000000
68 114 309.000000
68 113 382.000000
68 112 326.000000
68 111 282.000000
68 110 459.000000
68 109 275.000000
68 108 302.000000
68 107 238.000000
68 106 237.000000
68 105 222.000000
68 104 220.000000
68 103 426.000000
68 102 210.000000
68 101 213.000000
68 100 408.000000
68 99 217.000000
68 98 420.000000
68 97 530.000000
68 96 172.000000
68 95 165.000000
68 94 160.000000
68 93 439.000000
68 92 151.000000
68 91 150.000000
68 90 136.000000
68 89 443.000000
68 88 409.000000
68 87 117.000000
68 86 168.000000
68 85 573.000000
68 84 564.000000
68 83 140.000000
68 82 104.000000
68 81 288.000000
68 80 104.000000
68 79 182.000000
68 78 100.000000
68 77 75.000000
68 76 98.000000
68 75 130.000000
68 74 78.000000
68 73 36.000000
68 72 157.000000
68 71 58.000000
68 70 177.000000
68 69 75.000000
69 193 872.000000
69 192 805.000000
69 191 822.000000
69 190 811.000000
69 189 826.000000
69 188 806.000000
69 187 791.000000
69 186 806.000000
69 185 796.000000
69 184 743.000000
69 183 767.000000
69 182 782.000000
69 181 812.000000
69 180 748.000000
69 179 725.000000
69 178 769.000000
69 177 724.000000
69 176 733.000000
69 175 800.000000
69 174 731.000000
69 173 743.000000
69 172 742.000000
69 171 761.000000
69 170 686.000000
69 169 685.000000
69 168 752.000000
69 167 675.000000
69 166 653.000000
69 165 646.000000
69 164 644.000000
69 163 701.000000
69 162 712.000000
69 161 618.000000
69 160 709.000000
69 159 608.000000
69 158 610.000000
69 157 597.000000
69 156 609.000000
69 155 705.000000
69 154 551.000000
69 153 595.000000
69 152 580.000000
69 151 560.000000
69 150 539.000000
69 149 573.000000
69 148 639.000000
69 147 520.000000
69 146 535.000000
69 145 621.000000
69 144 645.000000
69 143 555.000000
69 142 503.000000
69 141 608.000000
69 140 524.000000
69 139 620.000000
69 138 557.000000
69 137 560.000000
69 136 595.000000
69 135 456.000000
69 134 442.000000
69 133 594.000000
69 132 438.000000
69 131 589.000000
69 130 421.000000
69 129 652.000000
69 128 414.000000
69 127 415.000000
69 126 570.000000
69 125 528.000000
69 124 533.000000
69 123 406.000000
69 122 396.000000
69 121 394.000000
69 120 351.000000
69 119 355.000000
69 118 413.000000
69 117 316.000000
69 116 309.000000
69 115 286.000000
69 114 277.000000
69 113 429.000000
69 112 369.000000
69 111 245.000000
69 110 519.000000
69 109 237.000000
69 108 347.000000
69 107 212.000000
69 106 212.000000
69 105 211.000000
69 104 202.000000
69 103 488.000000
69 102 228.000000
69 101 251.000000
69 100 473.000000
69 99 170.000000
69 98 485.000000
69 97 599.000000
69 96 156.000000
69 95 161.000000
69 94 151.000000
69 93 506.000000
69 92 153.000000
69 91 135.000000
69 90 162.000000
69 89 512.000000
69 88 478.000000
69 87 113.000000
69 86 226.000000
69 85 645.000000
69 84 636.000000
69 83 85.000000
69 82 82.000000
69 81 358.000000
69 80 62.000000
69 79 249.000000
69 78 59.000000
69 77 136.000000
69 76 38.000000
69 75 201.000000
69 74 146.000000
69 73 93.000000
69 72 82.000000
69 71 131.000000
69 70 251.000000
70 193 813.000000
70 192 804.000000
70 191 795.000000
70 190 786.000000
70 189 784.000000
70 188 778.000000
70 187 772.000000
70 186 760.000000
70 185 744.000000
70 184 762.000000
70 183 739.000000
70 182 737.000000
70 181 741.000000
70 180 733.000000
70 179 729.000000
70 178 712.000000
70 177 721.000000
70 176 714.000000
70 175 719.000000
70 174 694.000000
70 173 694.000000
70 172 694.000000
70 171 696.000000
70 170 709.000000
70 169 696.000000
70 168 675.000000
70 167 672.000000
70 166 662.000000
70 165 682.000000
70 164 637.000000
70 163 623.000000
70 162 626.000000
70 161 637.000000
70 160 620.000000
70 159 668.000000
70 158 614.000000
70 157 611.000000
70 156 565.000000
70 155 587.000000
70 154 588.000000
70 153 544.000000
70 152 543.000000
70 151 540.000000
70 150 562.000000
70 149 529.000000
70 148 538.000000
70 147 583.000000
70 146 533.000000
70 145 525.000000
70 144 529.000000
70 143 509.000000
70 142 578.000000
70 141 504.000000
70 140 495.000000
70 139 504.000000
70 138 484.000000
70 137 479.000000
70 136 482.000000
70 135 511.000000
70 134 519.000000
70 133 461.000000
70 132 532.000000
70 131 452.000000
70 130 474.000000
70 129 483.000000
70 128 495.000000
70 127 544.000000
70 126 419.000000
70 125 395.000000
70 124 397.000000
70 123 557.000000
70 122 547.000000
70 121 367.000000
70 120 455.000000
70 119 478.000000
70 118 327.000000
70 117 369.000000
70 116 413.000000
70 115 399.000000
70 114 405.000000
70 113 282.000000
70 112 247.000000
70 111 391.000000
70 110 313.000000
70 109 385.000000
70 108 221.000000
70 107 334.000000
70 106 333.000000
70 105 297.000000
70 104 308.000000
70 103 275.000000
70 102 233.000000
70 101 184.000000
70 100 251.000000
70 99 349.000000
70 98 259.000000
70 97 361.000000
70 96 273.000000
70 95 251.000000
70 94 254.000000
70 93 273.000000
70 92 234.000000
70 91 259.000000
70 90 186.000000
70 89 272.000000
70 88 239.000000
70 87 228.000000
70 86 105.000000
70 85 397.000000
70 84 388.000000
70 83 294.000000
70 82 243.000000
70 81 119.000000
70 80 258.000000
70 79 61.000000
70 78 255.000000
70 77 127.000000
70 76 265.000000
70 75 60.000000
70 74 110.000000
70 73 161.000000
70 72 334.000000
70 71 120.000000
71 193 830.000000
71 192 792.000000
71 191 796.000000
71 190 786.000000
71 189 792.000000
71 188 779.000000
71 187 769.000000
71 186 770.000000
71 185 757.000000
71 184 740.000000
71 183 740.000000
71 182 746.000000
71 181 763.000000
71 180 727.000000
71 179 714.000000
71 178 727.000000
71 177 709.000000
71 176 710.000000
71 175 746.000000
71 174 699.000000
71 173 705.000000
71 172 704.000000
71 171 715.000000
71 170 685.000000
71 169 677.000000
71 168 700.000000
71 167 659.000000
71 166 643.000000
71 165 651.000000
71 164 626.000000
71 163 647.000000
71 162 654.000000
71 161 613.000000
71 160 650.000000
71 159 625.000000
71 158 597.000000
71 157 589.000000
71 156 571.000000
71 155 631.000000
71 154 555.000000
71 153 553.000000
71 152 545.000000
71 151 533.000000
71 150 534.000000
71 149 534.000000
71 148 572.000000
71 147 537.000000
71 146 516.000000
71 145 557.000000
71 144 572.000000
71 143 514.000000
71 142 527.000000
71 141 540.000000
71 140 491.000000
71 139 546.000000
71 138 503.000000
71 137 502.000000
71 136 522.000000
71 135 467.000000
71 134 465.000000
71 133 512.000000
71 132 471.000000
71 131 505.000000
71 130 430.000000
71 129 555.000000
71 128 439.000000
71 127 468.000000
71 126 479.000000
71 125 444.000000
71 124 448.000000
71 123 473.000000
71 122 463.000000
71 121 357.000000
71 120 387.000000
71 119 403.000000
71 118 347.000000
71 117 319.000000
71 116 343.000000
71 115 324.000000
71 114 325.000000
71 113 335.000000
71 112 283.000000
71 111 303.000000
71 110 404.000000
71 109 296.000000
71 108 257.000000
71 107 251.000000
71 106 250.000000
71 105 225.000000
71 104 229.000000
71 103 370.000000
71 102 191.000000
71 101 177.000000
71 100 351.000000
71 99 247.000000
71 98 362.000000
71 97 472.000000
71 96 185.000000
71 95 170.000000
71 94 168.000000
71 93 381.000000
71 92 153.000000
71 91 165.000000
71 90 120.000000
71 89 384.000000
71 88 351.000000
71 87 131.000000
71 86 118.000000
71 85 515.000000
71 84 506.000000
71 83 181.000000
71 82 134.000000
71 81 229.000000
71 80 144.000000
71 79 125.000000
71 78 140.000000
71 77 37.000000
71 76 147.000000
71 75 72.000000
71 74 26.000000
71 73 44.000000
71 72 213.000000
72 193 901.000000
72 192 818.000000
72 191 843.000000
72 190 831.000000
72 189 851.000000
72 188 827.000000
72 187 809.000000
72 186 833.000000
72 185 824.000000
72 184 750.000000
72 183 788.000000
72 182 809.000000
72 181 846.000000
72 180 766.000000
72 179 738.000000
72 178 800.000000
72 177 738.000000
72 176 753.000000
72 175 838.000000
72 174 756.000000
72 173 772.000000
72 172 770.000000
72 171 794.000000
72 170 694.000000
72 169 696.000000
72 168 790.000000
72 167 691.000000
72 166 666.000000
72 165 650.000000
72 164 663.000000
72 163 739.000000
72 162 752.000000
72 161 629.000000
72 160 751.000000
72 159 604.000000
72 158 626.000000
72 157 610.000000
72 156 640.000000
72 155 754.000000
72 154 559.000000
72 153 629.000000
72 152 610.000000
72 151 586.000000
72 150 551.000000
72 149 606.000000
72 148 685.000000
72 147 519.000000
72 146 556.000000
72 145 666.000000
72 144 694.000000
72 143 588.000000
72 142 499.000000
72 141 656.000000
72 140 553.000000
72 139 670.000000
72 138 598.000000
72 137 604.000000
72 136 645.000000
72 135 461.000000
72 134 441.000000
72 133 650.000000
72 132 430.000000
72 131 645.000000
72 130 431.000000
72 129 715.000000
72 128 413.000000
72 127 394.000000
72 126 631.000000
72 125 585.000000
72 124 591.000000
72 123 375.000000
72 122 367.000000
72 121 431.000000
72 120 346.000000
72 119 341.000000
72 118 465.000000
72 117 336.000000
72 116 309.000000
72 115 285.000000
72 114 270.000000
72 113 493.000000
72 112 431.000000
72 111 233.000000
72 110 593.000000
72 109 226.000000
72 108 411.000000
72 107 220.000000
72 106 221.000000
72 105 236.000000
72 104 220.000000
72 103 563.000000
72 102 278.000000
72 101 314.000000
72 100 550.000000
72 99 157.000000
72 98 563.000000
72 97 678.000000
72 96 184.000000
72 95 200.000000
72 94 188.000000
72 93 585.000000
72 92 198.000000
72 91 168.000000
72 90 223.000000
72 89 592.000000
72 88 558.000000
72 87 162.000000
72 86 301.000000
72 85 726.000000
72 84 718.000000
72 83 89.000000
72 82 127.000000
72 81 438.000000
72 80 100.000000
72 79 329.000000
72 78 101.000000
72 77 215.000000
72 76 77.000000
72 75 282.000000
72 74 227.000000
72 73 174.000000
73 193 822.000000
73 192 775.000000
73 191 783.000000
73 190 772.000000
73 189 782.000000
73 188 766.000000
73 187 754.000000
73 186 760.000000
73 185 748.000000
73 184 719.000000
73 183 726.000000
73 182 736.000000
73 181 758.000000
73 180 712.000000
73 179 696.000000
73 178 719.000000
73 177 692.000000
73 176 696.000000
73 175 743.000000
73 174 687.000000
73 173 695.000000
73 172 694.000000
73 171 708.000000
73 170 663.000000
73 169 657.000000
73 168 696.000000
73 167 642.000000
73 166 624.000000
73 165 627.000000
73 164 609.000000
73 163 643.000000
73 162 652.000000
73 161 592.000000
73 160 648.000000
73 159 598.000000
73 158 578.000000
73 157 569.000000
73 156 561.000000
73 155 635.000000
73 154 531.000000
73 153 544.000000
73 152 533.000000
73 151 519.000000
73 150 513.000000
73 149 524.000000
73 148 573.000000
73 147 510.000000
73 146 499.000000
73 145 557.000000
73 144 575.000000
73 143 505.000000
73 142 497.000000
73 141 541.000000
73 140 479.000000
73 139 550.000000
73 138 498.000000
73 137 499.000000
73 136 525.000000
73 135 441.000000
73 134 436.000000
73 133 519.000000
73 132 439.000000
73 131 513.000000
73 130 404.000000
73 129 569.000000
73 128 408.000000
73 127 432.000000
73 126 491.000000
73 125 452.000000
73 124 456.000000
73 123 434.000000
73 122 424.000000
73 121 344.000000
73 120 354.000000
73 119 367.000000
73 118 346.000000
73 117 293.000000
73 116 309.000000
73 115 289.000000
73 114 288.000000
73 113 347.000000
73 112 290.000000
73 111 264.000000
73 110 428.000000
73 109 257.000000
73 108 266.000000
73 107 215.000000
73 106 214.000000
73 105 194.000000
73 104 194.000000
73 103 396.000000
73 102 175.000000
73 101 177.000000
73 100 380.000000
73 99 205.000000
73 98 392.000000
73 97 505.000000
73 96 149.000000
73 95 137.000000
73 94 134.000000
73 93 413.000000
73 92 122.000000
73 91 127.000000
73 90 101.000000
73 89 418.000000
73 88 384.000000
73 87 93.000000
73 86 135.000000
73 85 552.000000
73 84 543.000000
73 83 137.000000
73 82 91.000000
73 81 264.000000
73 80 100.000000
73 79 155.000000
73 78 96.000000
73 77 43.000000
73 76 104.000000
73 75 107.000000
73 74 52.000000
74 193 805.000000
74 192 769.000000
74 191 772.000000
74 190 762.000000
74 189 768.000000
74 188 755.000000
74 187 745.000000
74 186 745.000000
74 185 732.000000
74 184 718.000000
74 183 716.000000
74 182 722.000000
74 181 738.000000
74 180 703.000000
74 179 692.000000
74 178 702.000000
74 177 686.000000
74 176 687.000000
74 175 721.000000
74 174 674.000000
74 173 680.000000
74 172 679.000000
74 171 689.000000
74 170 663.000000
74 169 655.000000
74 168 674.000000
74 167 636.000000
74 166 621.000000
74 165 631.000000
74 164 603.000000
74 163 621.000000
74 162 628.000000
74 161 592.000000
74 160 624.000000
74 159 606.000000
74 158 574.000000
74 157 567.000000
74 156 546.000000
74 155 605.000000
74 154 534.000000
74 153 528.000000
74 152 520.000000
74 151 509.000000
74 150 513.000000
74 149 509.000000
74 148 546.000000
74 147 519.000000
74 146 494.000000
74 145 531.000000
74 144 545.000000
74 143 489.000000
74 142 509.000000
74 141 514.000000
74 140 467.000000
74 139 520.000000
74 138 477.000000
74 137 476.000000
74 136 496.000000
74 135 448.000000
74 134 448.000000
74 133 486.000000
74 132 455.000000
74 131 479.000000
74 130 411.000000
74 129 529.000000
74 128 422.000000
74 127 456.000000
74 126 453.000000
74 125 418.000000
74 124 421.000000
74 123 463.000000
74 122 453.000000
74 121 333.000000
74 120 373.000000
74 119 391.000000
74 118 321.000000
74 117 300.000000
74 116 328.000000
74 115 311.000000
74 114 313.000000
74 113 310.000000
74 112 257.000000
74 111 294.000000
74 110 381.000000
74 109 287.000000
74 108 231.000000
74 107 240.000000
74 106 239.000000
74 105 211.000000
74 104 216.000000
